ID,target
0,2.2223728
1,4.2264237
2,4.304898
3,4.4575667
4,2.797003
5,4.5590806
6,1.1947597
7,3.4775043
8,4.4185615
9,4.022628
10,4.523594
11,4.558752
12,4.3841214
13,4.4397507
14,3.9014795
15,2.01586
16,1.9133989
17,4.1007934
18,4.420861
19,4.0429616
20,3.944469
21,4.385153
22,4.1841607
23,4.5124116
24,4.589603
25,4.3646646
26,4.4697475
27,4.242702
28,4.367242
29,1.7923803
30,4.4203396
31,4.094799
32,4.3930707
33,4.4698553
34,4.113493
35,2.9749272
36,4.5603886
37,4.0815196
38,4.4200487
39,3.4632134
40,4.4197054
41,3.1793044
42,2.6053605
43,3.872776
44,4.36343
45,3.7752037
46,1.6364144
47,4.4584885
48,4.386038
49,4.5153737
50,4.118289
51,4.3791127
52,3.9452505
53,4.1271524
54,3.8552501
55,4.3983054
56,4.5300927
57,4.558447
58,4.1650724
59,4.4076047
60,4.1923275
61,4.190998
62,4.2999754
63,4.4172897
64,4.410992
65,4.4134755
66,4.4898067
67,4.3457685
68,4.3142233
69,4.210142
70,4.595848
71,4.394934
72,4.165784
73,4.3712153
74,4.258509
75,4.2993813
76,3.4916604
77,3.678545
78,4.3047924
79,4.505448
80,3.8654068
81,4.5318084
82,4.294038
83,4.1166654
84,4.202049
85,4.364322
86,4.409483
87,4.352028
88,4.4098845
89,4.123108
90,4.196137
91,4.422612
92,4.137217
93,3.2163491
94,4.160624
95,3.7131324
96,4.091428
97,4.3669806
98,4.059985
99,3.4679182
100,2.684964
101,4.018642
102,4.283186
103,4.3710485
104,4.44473
105,4.3844514
106,4.314114
107,3.8620515
108,4.413329
109,4.620877
110,1.869379
111,4.591775
112,4.2497735
113,4.4400463
114,4.263887
115,4.5027957
116,4.134081
117,4.2410836
118,4.509795
119,4.2105637
120,4.32753
121,4.467328
122,3.9916103
123,4.2204657
124,4.358781
125,4.0203915
126,4.4839473
127,3.8781505
128,4.3240166
129,3.9019449
130,1.6169709
131,1.8137044
132,3.7178967
133,2.0841508
134,4.569262
135,4.565037
136,4.4494786
137,4.4512367
138,4.5472136
139,4.5153255
140,4.1100063
141,4.2832932
142,2.5661774
143,4.410972
144,4.4380274
145,4.375389
146,4.542922
147,4.3754997
148,4.4126487
149,4.096447
150,3.551233
151,4.2359
152,4.0932455
153,2.4803398
154,4.389436
155,4.421253
156,4.3417883
157,4.427255
158,4.022724
159,4.4078383
160,4.3776855
161,1.3990344
162,4.396166
163,4.412658
164,3.7335036
165,4.478468
166,4.5471907
167,1.5449458
168,4.3557844
169,4.4345613
170,4.454289
171,4.149254
172,1.7154255
173,2.042321
174,4.3383045
175,4.341499
176,2.1706748
177,4.2120094
178,4.5431504
179,2.1297631
180,4.2589207
181,4.029705
182,4.549328
183,4.3561277
184,3.175054
185,4.268283
186,2.7124126
187,4.3585615
188,4.5836754
189,3.644476
190,4.0007744
191,4.207805
192,4.30729
193,4.350571
194,4.1166534
195,4.5247746
196,2.5656161
197,4.386036
198,4.136424
199,4.344245
