ID,target
0,2.2365577
1,4.1806874
2,4.32912
3,4.414517
4,2.351165
5,4.4510007
6,1.1843494
7,3.317762
8,4.400311
9,3.9909625
10,4.431758
11,4.464411
12,4.2006683
13,4.372716
14,4.1846375
15,2.1273882
16,1.6831099
17,4.0262136
18,4.410479
19,3.7982683
20,4.044981
21,4.3362107
22,4.2343125
23,4.556645
24,4.7346206
25,4.4740024
26,4.5010867
27,4.272997
28,4.3093915
29,1.53013
30,4.3767786
31,4.009617
32,4.30727
33,4.488834
34,4.308403
35,2.9119244
36,4.5402484
37,3.9672647
38,4.403854
39,3.5980198
40,4.474059
41,3.4498422
42,2.326895
43,3.742233
44,4.2593093
45,3.653564
46,1.6011496
47,4.369755
48,4.411721
49,4.516915
50,4.0490494
51,4.278476
52,4.165894
53,4.1461987
54,3.8798482
55,4.376036
56,4.63107
57,4.5516973
58,4.0952463
59,4.485623
60,4.1337543
61,4.1969132
62,4.3258176
63,4.4709163
64,4.4347773
65,4.4867096
66,4.4127455
67,4.3511996
68,4.233094
69,4.0368834
70,4.5453877
71,4.3777423
72,4.266957
73,4.374331
74,4.2104735
75,4.3129177
76,3.4591377
77,3.8436282
78,4.3047595
79,4.5508604
80,3.8007057
81,4.5590243
82,4.3960366
83,4.0567684
84,4.270549
85,4.3369427
86,4.3854795
87,4.165658
88,4.3374667
89,4.0317307
90,4.3093905
91,4.43737
92,4.0833282
93,2.920123
94,4.0985665
95,3.9374883
96,4.085433
97,4.272492
98,4.0113416
99,3.523239
100,3.9318376
101,4.0818324
102,4.28802
103,4.389223
104,4.3112316
105,4.3787966
106,4.3924465
107,3.547024
108,4.384297
109,4.6628413
110,1.7802485
111,4.6376915
112,4.1780076
113,4.4376783
114,4.192819
115,4.485222
116,4.1583385
117,4.2496715
118,4.533491
119,4.1690936
120,4.3201685
121,4.432983
122,3.9558043
123,4.167525
124,4.331186
125,4.2076917
126,4.422445
127,3.84357
128,4.2114644
129,4.1275096
130,1.5412803
131,1.7989812
132,3.5308144
133,1.7748535
134,4.6648946
135,4.59534
136,4.560328
137,4.500714
138,4.4736485
139,4.6120753
140,4.2244616
141,4.290798
142,2.48985
143,4.4293756
144,4.4533687
145,4.3726134
146,4.5544524
147,4.4214425
148,4.2356086
149,4.1063485
150,3.637752
151,4.292439
152,3.9716618
153,2.0317163
154,4.357901
155,4.477032
156,4.271709
157,4.554203
158,4.1786594
159,4.350026
160,4.4468327
161,1.636911
162,4.2408504
163,4.4482207
164,3.9863644
165,4.496311
166,4.528389
167,1.3801248
168,4.410941
169,4.37512
170,4.4037633
171,4.2367616
172,1.3134047
173,2.0406878
174,4.345985
175,4.3253226
176,2.0089476
177,4.190402
178,4.441614
179,1.8609114
180,4.2858944
181,4.0470285
182,4.6493063
183,4.4087033
184,3.269513
185,4.227652
186,2.836642
187,4.246526
188,4.6848354
189,3.5841157
190,4.160465
191,4.226315
192,4.4708333
193,4.3905168
194,4.039271
195,4.3852396
196,2.4877634
197,4.360248
198,4.0572476
199,4.2911386
200,4.387596
201,4.521457
202,4.440962
203,1.5227947
204,4.373674
205,4.511797
206,2.499432
207,4.323086
208,4.543993
209,4.5213814
210,4.3916326
211,4.0186687
212,2.8579948
213,4.3549447
214,3.4103189
215,4.313998
216,4.2748747
217,4.2837205
218,4.182632
219,4.242718
220,4.26388
221,4.330169
222,4.251565
223,3.975682
224,4.08306
225,4.0686045
226,4.4864197
227,4.5032983
228,3.5221455
229,4.1885796
230,3.0084956
231,4.273264
232,4.338408
233,4.4206657
234,4.691502
235,4.4691663
236,4.2152896
237,3.6805553
238,4.433941
239,3.9245248
240,4.526936
241,3.2135494
242,4.2013726
243,4.3486695
244,1.6670669
245,2.1201591
246,4.3825865
247,4.3762207
248,4.3473115
249,1.9470035
250,2.903816
251,4.4385
252,3.471661
253,4.544314
254,3.544356
255,1.9264307
256,4.535799
257,3.73489
258,1.7566108
259,4.4216027
260,4.249855
261,4.5012517
262,4.3871474
263,4.376486
264,4.3349533
265,4.4189777
266,4.294192
267,4.215925
268,4.6040964
269,4.4288483
270,4.3138766
271,4.476616
272,4.0112185
273,4.365908
274,4.5114565
275,4.3949885
276,4.145532
277,4.233291
278,4.4003525
279,4.399618
280,4.4521933
281,4.278682
282,4.3506165
283,4.5160007
284,4.0354896
285,4.1505833
286,4.0410557
287,2.4390988
288,4.233456
289,4.355384
290,4.53323
291,4.595992
292,4.294593
293,4.5050387
294,2.013035
295,1.8351688
296,3.9237335
297,3.8719163
298,4.494335
299,4.3660703
300,4.369753
301,4.469816
302,4.598927
303,3.9441407
304,4.490623
305,3.5834293
306,4.326214
307,4.633521
308,1.9716834
309,4.456501
310,4.573708
311,2.2668366
312,2.224698
313,4.4421763
314,4.4827294
315,4.1471796
316,3.9659898
317,4.318527
318,3.924511
319,4.3566794
320,4.199292
321,4.283127
322,4.208522
323,4.419055
324,4.3511825
325,4.285001
326,4.2295384
327,4.1954474
328,4.3530617
329,4.233309
330,4.121422
331,4.2663484
332,4.477778
333,4.521324
334,2.8071222
335,4.4837785
336,4.3975034
337,3.691465
338,4.3432064
339,4.2568736
340,4.268169
341,4.229059
342,4.3562746
343,4.4422584
344,4.5144043
345,3.5482073
346,4.167165
347,3.6547205
348,4.111291
349,4.4436307
350,4.4246335
351,4.3419456
352,4.175718
353,4.087273
354,4.578498
355,3.6451898
356,4.203579
357,4.155204
358,4.5970526
359,4.190909
360,4.2167573
361,3.6103072
362,3.7722578
363,4.4831567
364,1.6959541
365,4.3027115
366,4.043624
367,4.361673
368,4.4570217
369,4.2345476
370,4.011601
371,4.3277535
372,4.5412555
373,4.2256103
374,4.3165307
375,4.2544823
376,4.394458
377,4.238484
378,1.9681627
379,4.3607154
380,4.1791434
381,4.3977385
382,3.7742634
383,4.5395594
384,4.247339
385,4.0148664
386,4.2782893
387,4.4282384
388,4.464112
389,4.2506275
390,4.5336475
391,4.6328454
392,4.472995
393,4.4385715
394,4.3554597
395,4.5582166
396,4.410394
397,4.4891014
398,1.5875626
399,3.422868
400,4.243076
401,4.318126
402,4.1705575
403,3.2204714
404,1.928207
405,4.2469563
406,2.9649866
407,4.208223
408,4.240202
409,4.338595
410,3.8790362
411,2.0336556
412,4.4613094
413,4.507505
414,2.7743886
415,4.547467
416,4.298884
417,3.6604702
418,4.528467
419,4.3387337
420,3.9033973
421,3.5720851
422,4.5680437
423,4.173333
424,4.2704463
425,4.2373114
426,4.3982415
427,4.45016
428,3.5812132
429,4.2658763
430,4.400472
431,4.4666405
432,3.4088335
433,3.0934336
434,3.6457176
435,3.8009896
436,4.206248
437,4.5496597
438,4.087546
439,2.7150564
440,4.230394
441,4.2436504
442,4.3301535
443,4.3083377
444,3.6366024
445,4.352856
446,1.2218144
447,4.1156144
448,4.307703
449,4.153119
450,4.420885
451,4.4496245
452,4.069261
453,1.4106535
454,3.3690615
455,4.1099052
456,3.4439125
457,4.5108714
458,4.2207704
459,4.446203
460,4.4736543
461,4.147334
462,4.3806987
463,4.0010476
464,4.209295
465,4.3631177
466,4.411864
467,3.6164393
468,4.3472056
469,4.349285
470,1.828333
471,2.829772
472,4.100098
473,4.311052
474,4.5464177
475,4.4058285
476,4.366516
477,4.1886506
478,2.2121818
479,3.9875455
480,4.601015
481,4.3659654
482,3.4005494
483,3.2837489
484,3.6560485
485,4.2583504
486,4.360337
487,4.3685308
488,4.3731465
489,4.141477
490,4.395564
491,4.505617
492,4.384339
493,4.511779
494,4.3128633
495,4.401918
496,4.46649
497,4.34638
498,1.4697515
499,4.3005314
500,4.4904246
501,4.444935
502,1.9284775
503,4.1051135
504,4.3684707
505,3.8939428
506,4.4267206
507,2.764321
508,4.309838
509,4.279804
510,4.6635985
511,4.2116942
512,4.2952332
513,4.1365476
514,3.987081
515,4.016032
516,2.67528
517,4.047091
518,4.461384
519,4.111733
520,4.5188847
521,3.9391081
522,4.2609653
523,4.217125
524,4.241069
525,4.4078174
526,3.9895418
527,4.3971715
528,4.424062
529,2.224907
530,3.880794
531,4.464059
532,1.6401812
533,4.3637624
534,4.4283366
535,3.4121025
536,4.456518
537,4.2300763
538,4.341323
539,3.9194822
540,2.8702888
541,1.8236827
542,4.265983
543,4.391195
544,4.5137773
545,4.3622584
546,2.664958
547,4.3406935
548,4.246519
549,4.39817
550,4.350747
551,3.8379667
552,4.104306
553,4.5508933
554,4.1983843
555,4.35013
556,4.278757
557,4.349159
558,4.5698752
559,4.606358
560,4.327787
561,4.2078996
562,4.1202836
563,4.4339833
564,4.09747
565,4.3898883
566,3.802789
567,4.1259103
568,4.1481266
569,4.4461055
570,4.3909116
571,4.4106145
572,4.3590937
573,4.4413424
574,4.374419
575,3.7481308
576,4.52453
577,1.8041945
578,4.1731343
579,4.3469725
580,4.3770366
581,4.4205294
582,4.076924
583,4.453325
584,4.544328
585,1.9052497
586,4.4434576
587,4.4235606
588,4.424297
589,4.5723844
590,4.479243
591,4.568528
592,4.3783255
593,4.327779
594,4.4447184
595,4.072056
596,4.413052
597,1.9688212
598,4.3308115
599,4.325467
600,4.316638
601,4.363957
602,4.3391833
603,3.9148717
604,4.388887
605,4.3463635
606,4.5055113
607,3.110632
608,4.239355
609,4.2132835
610,4.3715153
611,4.6925807
612,4.1532316
613,4.460546
614,4.324533
615,4.0255237
616,4.3539186
617,4.3604164
618,4.0124993
619,2.6532683
620,4.42707
621,4.1193976
622,4.335461
623,2.2573056
624,4.1256623
625,4.296653
626,4.3215594
627,1.8267494
628,3.7822204
629,4.4836617
630,4.4289412
631,4.4787364
632,4.1711907
633,4.4831967
634,4.4587245
635,4.318487
636,4.3007073
637,4.406482
638,3.6151643
639,4.30018
640,4.1122823
641,1.3306212
642,3.7245834
643,4.308796
644,1.6648885
645,4.2214947
646,4.396649
647,4.255691
648,4.1854978
649,4.3420534
650,3.5997133
651,3.9883184
652,2.488299
653,4.259354
654,4.433525
655,4.496282
656,3.0040207
657,4.396282
658,4.1566114
659,3.7261348
660,4.3807063
661,4.3116484
662,4.1413217
663,4.17063
664,3.7975898
665,4.295699
666,4.540399
667,4.589068
668,4.231839
669,4.334806
670,1.5435717
671,4.3756876
672,4.4405265
673,4.511151
674,4.543077
675,1.8962467
676,4.288611
677,4.2841516
678,3.7931194
679,4.3658276
680,4.4130282
681,4.002817
682,4.422567
683,4.239621
684,1.8502488
685,1.8936269
686,4.682277
687,4.408882
688,4.258673
689,4.44324
690,4.3436346
691,4.1918497
692,4.447728
693,4.174316
694,4.4284782
695,4.523724
696,4.480217
697,4.315499
698,4.087014
699,4.4601088
700,1.9329051
701,4.443343
702,4.602292
703,4.150035
704,2.3445027
705,4.3444037
706,4.237428
707,4.3730235
708,4.3612328
709,4.3111043
710,4.4111285
711,4.2904615
712,4.2942576
713,4.350118
714,4.609325
715,4.32417
716,4.5287204
717,1.4060802
718,4.166969
719,4.52475
720,3.064816
721,4.133614
722,4.403129
723,1.5140569
724,4.5761576
725,4.42688
726,4.649908
727,4.380975
728,4.3996267
729,3.9811327
730,4.3732023
731,4.48787
732,4.3712497
733,4.1360884
734,4.131227
735,3.7580853
736,4.4299054
737,4.2629976
738,4.450212
739,4.2992554
740,4.349164
741,4.294953
742,4.1286206
743,2.5414088
744,4.118719
745,3.6916327
746,4.256348
747,4.3632054
748,4.1960354
749,4.466616
750,4.2413063
751,4.070881
752,4.4365177
753,4.317221
754,3.7460968
755,4.3126183
756,4.39094
757,4.070384
758,4.6141605
759,4.401108
760,3.61684
761,4.059658
762,4.069389
763,4.2077837
764,4.5384293
765,4.224324
766,4.3706126
767,4.3644505
768,4.359366
769,3.6497018
770,4.473023
771,4.345751
772,3.784294
773,4.053629
774,4.27493
775,4.5755324
776,4.4110594
777,4.3358197
778,4.3481045
779,4.603355
780,4.1929836
781,4.4891405
782,4.4847894
783,4.288291
784,3.938341
785,4.3824434
786,1.5198218
787,4.4096227
788,4.2561607
789,4.338188
790,4.495722
791,4.60092
792,4.1390386
793,4.079302
794,4.0496445
795,4.164732
796,3.1623113
797,4.0731363
798,3.5720792
799,1.8326094
800,4.478457
801,1.8315402
802,3.6900678
803,4.247748
804,4.3248277
805,4.0741677
806,4.3203716
807,4.2785544
808,4.515293
809,4.2082763
810,4.2313366
811,4.223926
812,4.2507205
813,4.552366
814,4.542272
815,4.46341
816,3.377878
817,4.5011415
818,4.437516
819,4.5312757
820,4.02033
821,4.483418
822,4.391465
823,4.4541254
824,4.5930862
825,4.3532825
826,4.1619077
827,4.382504
828,4.4422255
829,4.066448
830,2.7549953
831,4.2641444
832,4.363697
833,4.060792
834,4.514313
835,4.452527
836,4.3522468
837,4.3488874
838,4.4387445
839,1.6756718
840,1.9898034
841,4.375012
842,4.267066
843,4.576605
844,4.3599687
845,3.7893476
846,4.575423
847,3.9913669
848,4.417994
849,4.2624154
850,4.461362
851,4.1270857
852,3.950858
853,3.4495902
854,4.308422
855,4.49263
856,1.7109263
857,4.4063816
858,4.4823003
859,4.4975452
860,4.4231095
861,4.5682893
862,3.675
863,2.747947
864,4.1838355
865,3.8247523
866,4.4972653
867,3.9731817
868,4.6732674
869,2.6257827
870,3.7989292
871,4.61598
872,4.0903726
873,3.7724655
874,4.4005275
875,4.350889
876,3.915596
877,2.6157444
878,4.3644423
879,1.8832421
880,4.3189993
881,3.7901845
882,4.086658
883,4.2898774
884,3.5563667
885,4.474851
886,4.393472
887,4.4148636
888,4.628329
889,4.2920885
890,4.209672
891,4.305924
892,4.3145323
893,3.8677535
894,4.30391
895,4.424393
896,4.291819
897,4.1232944
898,4.6151686
899,1.8991466
900,4.378097
901,4.05021
902,4.359907
903,4.5369105
904,4.337069
905,4.081799
906,4.0366626
907,2.3450723
908,4.414221
909,4.3562837
910,4.245118
911,1.9329921
912,3.5546534
913,3.5265806
914,4.2745905
915,4.275388
916,3.3586674
917,4.4859395
918,4.410221
919,4.247979
920,3.301514
921,4.0869303
922,4.3947334
923,4.4983196
924,4.2360983
925,4.2687387
926,4.38943
927,4.2661524
928,4.5884666
929,4.3612647
930,1.5971153
931,4.299067
932,4.265998
933,1.265953
934,4.463609
935,4.248044
936,4.4485106
937,4.3879423
938,4.24093
939,2.7329526
940,4.3986154
941,4.3337564
942,4.1814094
943,4.265738
944,4.282418
945,4.341661
946,4.1488085
