ID,target
0,2.3886585
1,4.1694517
2,4.4077334
3,4.511008
4,2.2825723
5,4.4259963
6,1.0952809
7,3.4939532
8,4.4856596
9,4.007558
10,4.3929343
11,4.543816
12,4.1898465
13,4.3636765
14,4.112956
15,2.2071416
16,1.7032614
17,3.9483187
18,4.365917
19,3.9145823
20,4.028388
21,4.374828
22,4.216828
23,4.5415816
24,4.6648192
25,4.440473
26,4.5097423
27,4.23395
28,4.3189287
29,1.513828
30,4.3651214
31,3.9542487
32,4.2779536
33,4.460189
34,4.284454
35,2.9538968
36,4.5512795
37,4.135323
38,4.356289
39,3.5916257
40,4.4812417
41,3.3061876
42,2.3772514
43,3.7945254
44,4.33482
45,3.5891805
46,1.5756041
47,4.379768
48,4.397447
49,4.4875493
50,4.10344
51,4.217673
52,4.169238
53,4.1491523
54,3.6932652
55,4.356407
56,4.5861793
57,4.532932
58,4.224501
59,4.4382386
60,4.2406197
61,4.2146587
62,4.365037
63,4.4796968
64,4.488364
65,4.480933
66,4.438984
67,4.3425326
68,4.28329
69,4.001781
70,4.5492835
71,4.3432465
72,4.1646013
73,4.3690405
74,4.174612
75,4.280902
76,3.5176666
77,3.8879578
78,4.3303223
79,4.5595427
80,3.830394
81,4.5671024
82,4.3818855
83,4.0135593
84,4.278693
85,4.3679743
86,4.417024
87,4.295883
88,4.3269615
89,4.0619974
90,4.2666655
91,4.4052978
92,4.1581616
93,2.8544736
94,4.0887465
95,3.6961782
96,4.1357527
97,4.2613606
98,4.061504
99,3.4079618
100,3.558636
101,4.1154747
102,4.2469254
103,4.3578677
104,4.3329587
105,4.412636
106,4.2983346
107,3.6733685
108,4.372911
109,4.519854
110,1.7674781
111,4.601184
112,4.184514
113,4.4561715
114,4.212173
115,4.5115037
116,4.1624207
117,4.255845
118,4.524135
119,4.2175584
120,4.36153
121,4.4435005
122,4.0969543
123,4.181738
124,4.286939
125,4.1954865
126,4.4334745
127,3.780201
128,4.247664
129,4.1252284
130,1.6207675
131,1.7621769
132,3.6242785
133,1.8332648
134,4.5897655
135,4.6064615
136,4.537729
137,4.5130486
138,4.5606
139,4.5001574
140,4.2077312
141,4.3062944
142,2.8904233
143,4.378239
