ID,target
0,2.1625178
1,4.2546234
2,4.349763
3,4.458999
4,2.370983
5,4.3275146
6,1.1816152
7,3.3128293
8,4.4401217
9,4.001498
10,4.3737135
11,4.474179
12,4.1632814
13,4.381606
14,4.1716385
15,2.1122932
16,1.7559798
17,4.0696874
18,4.4390187
19,3.9296596
20,4.041149
21,4.369478
22,4.211786
23,4.582944
24,4.7600574
25,4.4935017
26,4.4614816
27,4.3400683
28,4.2621512
29,1.507731
30,4.4244146
31,4.0404673
32,4.327245
33,4.4878764
34,4.260566
35,2.915282
36,4.586132
37,4.0150747
38,4.3495708
39,3.5012167
40,4.45508
41,3.4374044
42,2.2796576
43,3.7126045
44,4.235605
45,3.5968127
46,1.4632865
47,4.313217
48,4.4106464
49,4.517736
50,4.111664
51,4.216424
52,4.3099694
53,4.120227
54,3.816443
55,4.3677087
56,4.6932425
57,4.603757
58,4.1301417
59,4.5448465
60,4.2622566
61,4.1948953
62,4.266159
63,4.5247517
64,4.5029454
65,4.4646444
66,4.4564824
67,4.3355827
68,4.2132115
69,4.1337347
70,4.5175843
71,4.44435
72,4.252829
73,4.2967353
74,4.197634
75,4.315723
76,3.496401
77,3.9030945
78,4.2514915
79,4.505365
80,3.7519624
81,4.558148
82,4.4466834
83,4.059643
84,4.2610683
85,4.348688
86,4.4612284
87,4.18135
88,4.3498063
89,3.9883702
90,4.2850494
91,4.4201818
92,4.0872874
93,2.9495137
94,4.125305
95,3.8817127
96,4.1523433
97,4.194882
98,4.055372
99,3.538005
100,3.9105065
101,4.0504146
102,4.128304
103,4.346491
104,4.309837
105,4.3970647
106,4.338923
107,3.7032204
108,4.363808
109,4.8165164
110,1.6842495
111,4.634313
112,4.2075925
113,4.4795685
114,4.120549
115,4.509857
116,4.1767993
117,4.2854853
118,4.5460215
119,4.2467456
120,4.28194
121,4.3994865
122,4.0305586
123,4.1725864
124,4.3573384
125,4.2219987
126,4.4117007
127,3.8295467
128,4.212268
129,4.187387
130,1.4843918
131,1.7655865
132,3.534251
133,2.0063584
134,4.727887
135,4.5811367
136,4.5128736
137,4.508789
138,4.4670625
139,4.5930305
140,4.221535
141,4.2370224
142,2.7033117
143,4.421413
144,4.502475
145,4.4109745
146,4.5228887
147,4.328735
148,4.2241087
149,4.02465
150,3.6911309
151,4.3169694
152,4.0133147
153,1.8623142
154,4.442166
155,4.4738007
